start_x,start_y,goal_x,goal_y,time_cost,input_cost,time,effort
-3.061616997868383e-17,0.25,-3.061616997868383e-17,0.25,1.0,1.0,-1.0,-1.0
-3.061616997868383e-17,0.25,-3.061616997868383e-17,0.25,1.0,4.641588833612778,-1.0,-1.0
-3.061616997868383e-17,0.25,-3.061616997868383e-17,0.25,1.0,21.544346900318832,7.763911079452096,1.2824510947910053
-3.061616997868383e-17,0.25,-3.061616997868383e-17,0.25,1.0,100.0,-1.0,-1.0
-3.061616997868383e-17,0.25,-3.061616997868383e-17,0.25,4.641588833612778,1.0,8.373511560358414,4.117273047094048
-3.061616997868383e-17,0.25,-3.061616997868383e-17,0.25,4.641588833612778,4.641588833612778,-1.0,-1.0
-3.061616997868383e-17,0.25,-3.061616997868383e-17,0.25,4.641588833612778,21.544346900318832,-1.0,-1.0
-3.061616997868383e-17,0.25,-3.061616997868383e-17,0.25,4.641588833612778,100.0,9.741561869214948,0.7918499002752563
-3.061616997868383e-17,0.25,-3.061616997868383e-17,0.25,21.544346900318832,1.0,-1.0,-1.0
-3.061616997868383e-17,0.25,-3.061616997868383e-17,0.25,21.544346900318832,4.641588833612778,-1.0,-1.0
-3.061616997868383e-17,0.25,-3.061616997868383e-17,0.25,21.544346900318832,21.544346900318832,-1.0,-1.0
-3.061616997868383e-17,0.25,-3.061616997868383e-17,0.25,21.544346900318832,100.0,-1.0,-1.0
-3.061616997868383e-17,0.25,-3.061616997868383e-17,0.25,100.0,1.0,-1.0,-1.0
-3.061616997868383e-17,0.25,-3.061616997868383e-17,0.25,100.0,4.641588833612778,-1.0,-1.0
-3.061616997868383e-17,0.25,-3.061616997868383e-17,0.25,100.0,21.544346900318832,8.527671738808786,0.9823710628289746
-3.061616997868383e-17,0.25,-3.061616997868383e-17,0.25,100.0,100.0,-1.0,-1.0
-3.061616997868383e-17,0.25,0.0,-0.25,1.0,1.0,3.5209879430423596,1.348293271621442
-3.061616997868383e-17,0.25,0.0,-0.25,1.0,4.641588833612778,3.5964849160397043,1.1925917716891306
-3.061616997868383e-17,0.25,0.0,-0.25,1.0,21.544346900318832,3.577292471528352,1.1470312999221628
-3.061616997868383e-17,0.25,0.0,-0.25,1.0,100.0,3.4631888393154076,1.1128497141039135
-3.061616997868383e-17,0.25,0.0,-0.25,4.641588833612778,1.0,3.4629719503689125,1.5245568119102857
-3.061616997868383e-17,0.25,0.0,-0.25,4.641588833612778,4.641588833612778,3.461118476659274,1.2241838965011118
-3.061616997868383e-17,0.25,0.0,-0.25,4.641588833612778,21.544346900318832,3.449332340622978,1.194158162769979
-3.061616997868383e-17,0.25,0.0,-0.25,4.641588833612778,100.0,3.4488860375091472,1.1126804709765128
-3.061616997868383e-17,0.25,0.0,-0.25,21.544346900318832,1.0,3.404599468118954,1.420409029860224
-3.061616997868383e-17,0.25,0.0,-0.25,21.544346900318832,4.641588833612778,3.427803818011654,1.2041744772175254
-3.061616997868383e-17,0.25,0.0,-0.25,21.544346900318832,21.544346900318832,3.4239629473382283,1.1477930807346859
-3.061616997868383e-17,0.25,0.0,-0.25,21.544346900318832,100.0,3.4233121315263206,1.112883412703366
-3.061616997868383e-17,0.25,0.0,-0.25,100.0,1.0,3.2648575137125655,1.5201054882517613
-3.061616997868383e-17,0.25,0.0,-0.25,100.0,4.641588833612778,3.3201755677369835,1.2072485336751675
-3.061616997868383e-17,0.25,0.0,-0.25,100.0,21.544346900318832,3.331921029457274,1.1334012642138294
-3.061616997868383e-17,0.25,0.0,-0.25,100.0,100.0,3.3572976121267786,1.1170324089727597
-3.061616997868383e-17,0.25,-1.428754599005245e-16,1.1666666666666665,1.0,1.0,7.182433969649916,3.14493087681406
-3.061616997868383e-17,0.25,-1.428754599005245e-16,1.1666666666666665,1.0,4.641588833612778,-1.0,-1.0
-3.061616997868383e-17,0.25,-1.428754599005245e-16,1.1666666666666665,1.0,21.544346900318832,8.765142254808694,1.1359646965493588
-3.061616997868383e-17,0.25,-1.428754599005245e-16,1.1666666666666665,1.0,100.0,9.75991437087919,0.3757947407476324
-3.061616997868383e-17,0.25,-1.428754599005245e-16,1.1666666666666665,4.641588833612778,1.0,8.082655730592297,1.2156180448647937
-3.061616997868383e-17,0.25,-1.428754599005245e-16,1.1666666666666665,4.641588833612778,4.641588833612778,7.0305876729644785,1.4132257509603885
-3.061616997868383e-17,0.25,-1.428754599005245e-16,1.1666666666666665,4.641588833612778,21.544346900318832,8.75299264733855,1.0680729722151068
-3.061616997868383e-17,0.25,-1.428754599005245e-16,1.1666666666666665,4.641588833612778,100.0,-1.0,-1.0
-3.061616997868383e-17,0.25,-1.428754599005245e-16,1.1666666666666665,21.544346900318832,1.0,-1.0,-1.0
-3.061616997868383e-17,0.25,-1.428754599005245e-16,1.1666666666666665,21.544346900318832,4.641588833612778,6.534093205778533,1.331116211406773
-3.061616997868383e-17,0.25,-1.428754599005245e-16,1.1666666666666665,21.544346900318832,21.544346900318832,7.223032686644552,1.2213296751842848
-3.061616997868383e-17,0.25,-1.428754599005245e-16,1.1666666666666665,21.544346900318832,100.0,5.94072459705383,1.688784419411085
-3.061616997868383e-17,0.25,-1.428754599005245e-16,1.1666666666666665,100.0,1.0,6.027571450698311,1.6076956457769294
-3.061616997868383e-17,0.25,-1.428754599005245e-16,1.1666666666666665,100.0,4.641588833612778,6.229561394502061,1.6423431060567542
-3.061616997868383e-17,0.25,-1.428754599005245e-16,1.1666666666666665,100.0,21.544346900318832,-1.0,-1.0
-3.061616997868383e-17,0.25,-1.428754599005245e-16,1.1666666666666665,100.0,100.0,3.710992841227798,1.2162180507491416
-3.061616997868383e-17,0.25,-0.8249579113843054,0.8249579113843053,1.0,1.0,3.282585007631967,2.525563115403637
-3.061616997868383e-17,0.25,-0.8249579113843054,0.8249579113843053,1.0,4.641588833612778,-1.0,-1.0
-3.061616997868383e-17,0.25,-0.8249579113843054,0.8249579113843053,1.0,21.544346900318832,5.459867747843455,1.273596852365765
-3.061616997868383e-17,0.25,-0.8249579113843054,0.8249579113843053,1.0,100.0,9.395888644947073,1.8978792790408066
-3.061616997868383e-17,0.25,-0.8249579113843054,0.8249579113843053,4.641588833612778,1.0,-1.0,-1.0
-3.061616997868383e-17,0.25,-0.8249579113843054,0.8249579113843053,4.641588833612778,4.641588833612778,5.807212564548601,1.4357935060702727
-3.061616997868383e-17,0.25,-0.8249579113843054,0.8249579113843053,4.641588833612778,21.544346900318832,5.434422928023032,1.2764523266523773
-3.061616997868383e-17,0.25,-0.8249579113843054,0.8249579113843053,4.641588833612778,100.0,-1.0,-1.0
-3.061616997868383e-17,0.25,-0.8249579113843054,0.8249579113843053,21.544346900318832,1.0,5.304212849089991,1.4947872955070145
-3.061616997868383e-17,0.25,-0.8249579113843054,0.8249579113843053,21.544346900318832,4.641588833612778,5.575508851972606,1.4349742964733219
-3.061616997868383e-17,0.25,-0.8249579113843054,0.8249579113843053,21.544346900318832,21.544346900318832,5.748151568323441,1.55603017067579
-3.061616997868383e-17,0.25,-0.8249579113843054,0.8249579113843053,21.544346900318832,100.0,-1.0,-1.0
-3.061616997868383e-17,0.25,-0.8249579113843054,0.8249579113843053,100.0,1.0,3.5218671992344164,1.8134426597095339
-3.061616997868383e-17,0.25,-0.8249579113843054,0.8249579113843053,100.0,4.641588833612778,4.3867151069269354,1.5332586165265543
-3.061616997868383e-17,0.25,-0.8249579113843054,0.8249579113843053,100.0,21.544346900318832,3.867223411143353,1.3956036009079065
